Timestamp,Battery (V),Speed km/hr,SOC %,Range (km),Temperature (C),Laptime
2024-09-24 16:00:02,55,63,74,64,64,14.54
2024-09-24 16:00:03,80,99,54,63,3,11.89
2024-09-24 16:00:04,57,117,49,30,74,14.73
2024-09-24 16:00:05,89,47,64,58,77,79.91
2024-09-24 16:00:06,26,119,17,21,93,45.60
2024-09-24 16:00:07,33,103,5,84,99,6.82
2024-09-24 16:00:08,20,102,16,17,70,3.75
2024-09-24 16:00:09,50,81,50,52,57,78.52
2024-09-24 16:00:10,91,106,86,56,27,90.18
2024-09-24 16:00:11,54,74,98,15,24,64.32
2024-09-24 16:00:12,1,95,40,82,58,66.43
2024-09-25 23:02:43,32,70,66,80,36,58.28
2024-09-25 23:02:44,28,5,43,16,95,91.13
2024-09-25 23:02:45,50,108,79,64,70,20.94
2024-09-25 23:02:46,91,10,43,52,44,92.06
2024-09-25 23:02:51,53,29,66,16,44,78.17
2024-09-25 23:02:52,74,36,89,96,65,82.25
2024-09-25 23:02:53,90,102,71,25,78,41.77
2024-09-25 23:02:54,79,51,48,84,41,5.56
2024-09-25 23:02:55,46,36,81,2,40,83.34
2024-09-25 23:02:56,41,17,83,14,82,90.10
2024-09-25 23:02:57,98,66,66,55,60,79.44
2024-09-25 23:02:58,13,34,26,27,33,22.22
2024-09-25 23:02:59,52,93,32,68,81,98.16
2024-09-25 23:03:00,21,114,43,87,55,72.23
2024-09-25 23:03:01,90,100,2,41,21,95.77
2024-09-25 23:03:02,99,4,29,21,92,23.45
2024-09-25 23:03:03,7,5,77,67,82,97.96
2024-09-25 23:03:04,3,114,82,39,67,12.69
2024-09-25 23:03:05,6,26,19,64,3,11.91
2024-09-25 23:03:06,66,44,10,88,71,56.41
2024-09-25 23:03:07,22,36,52,37,20,38.75
2024-09-25 23:03:08,32,12,61,61,55,39.30
2024-09-25 23:03:09,42,91,53,86,23,23.34
2024-09-25 23:03:10,38,63,77,100,5,45.08
2024-09-25 23:03:11,31,14,99,12,92,36.56
2024-09-25 23:03:12,91,75,77,32,86,84.63
2024-09-25 23:03:13,81,89,43,92,64,62.60
2024-09-25 23:03:14,65,8,36,12,56,53.55
2024-09-25 23:03:15,4,80,77,93,97,38.01
2024-09-25 23:03:16,73,40,18,4,83,9.78
2024-09-25 23:03:17,5,18,26,70,1,45.48
2024-09-25 23:03:18,64,3,50,7,43,97.56
2024-09-25 23:03:19,17,53,0,84,16,57.32
2024-09-25 23:03:20,43,0,51,64,16,87.75
2024-09-25 23:03:21,61,78,19,83,68,30.04
2024-09-25 23:03:23,51,72,59,29,2,50.78
2024-09-25 23:03:24,77,50,0,54,86,26.25
2024-09-25 23:03:25,76,22,84,25,67,85.20
2024-09-25 23:03:26,99,113,42,24,92,40.16
2024-09-25 23:03:27,54,83,89,41,71,72.83
2024-09-25 23:03:28,5,97,70,31,4,2.58
2024-09-25 23:03:29,22,35,32,15,96,90.30
2024-09-25 23:03:30,64,85,0,92,55,22.08
2024-09-25 23:03:31,60,84,63,85,52,53.22
2024-09-25 23:03:32,35,44,84,57,41,39.76
2024-09-25 23:03:33,100,61,74,68,80,72.21
2024-09-25 23:03:34,34,114,48,29,29,89.95
2024-09-25 23:03:35,74,85,80,67,71,60.63
2024-09-25 23:03:36,64,109,67,87,43,53.01
2024-09-25 23:03:37,4,50,49,74,86,59.67
2024-09-25 23:03:38,27,41,100,72,81,36.61
2024-09-25 23:03:39,38,16,76,38,42,70.68
2024-09-25 23:03:40,80,75,40,81,7,18.39
2024-09-25 23:03:41,41,60,91,30,0,31.51
2024-09-25 23:03:42,44,93,79,49,33,92.54
2024-09-25 23:03:43,52,62,4,15,46,21.94
2024-09-25 23:03:44,32,50,37,20,16,72.01
2024-09-25 23:03:45,67,106,31,82,17,22.31
2024-09-25 23:03:46,52,68,57,83,4,16.45
2024-09-25 23:03:47,9,16,99,23,93,93.73
2024-09-25 23:03:48,20,19,72,3,11,73.93
2024-09-25 23:03:49,76,107,34,35,39,30.32
2024-09-25 23:03:50,61,51,7,47,47,28.64
2024-09-25 23:03:51,97,68,20,67,95,35.93
2024-09-25 23:03:52,49,25,30,83,33,67.75
2024-09-25 23:03:53,75,39,6,80,13,74.38
2024-09-25 23:03:55,64,21,15,98,77,69.36
2024-09-25 23:03:56,73,34,49,45,97,42.43
2024-09-25 23:03:57,43,72,21,6,98,51.35
2024-09-25 23:03:58,90,38,21,59,82,57.19
2024-09-25 23:03:59,90,54,49,36,42,84.20
2024-09-25 23:04:00,91,100,14,75,99,67.86
2024-09-25 23:04:01,47,32,93,35,83,79.48
2024-09-25 23:04:02,82,23,21,27,42,55.53
2024-09-25 23:04:03,90,35,33,32,99,80.06
2024-09-25 23:04:04,1,34,18,77,66,60.95
2024-09-25 23:04:05,50,43,59,66,64,2.31
2024-09-25 23:04:06,22,50,77,42,70,18.61
2024-09-25 23:04:07,34,117,67,4,45,69.82
2024-09-25 23:04:08,72,78,2,32,43,59.57
2024-09-25 23:04:09,61,107,5,47,59,68.27
2024-09-25 23:04:10,51,25,98,85,10,69.24
2024-09-25 23:04:11,100,87,10,93,47,36.73
2024-09-25 23:04:12,66,61,35,56,77,54.34
2024-09-25 23:04:13,22,88,2,3,62,23.08
2024-09-25 23:04:14,89,32,90,43,46,56.05
2024-09-25 23:04:15,99,79,50,9,11,1.68
2024-09-25 23:04:16,29,93,39,47,97,80.94
2024-09-25 23:04:17,69,52,53,24,95,10.61
2024-09-25 23:04:18,97,80,36,52,57,59.40
2024-09-25 23:04:19,54,105,82,12,46,23.62
2024-09-25 23:04:20,80,33,53,13,43,56.18
2024-09-25 23:04:21,81,114,51,33,9,15.43
2024-09-25 23:04:22,81,34,13,92,34,50.05
2024-09-25 23:04:23,39,67,16,54,84,97.03
2024-09-25 23:04:24,21,8,6,2,4,97.19
2024-09-25 23:04:26,49,66,41,62,55,5.17
2024-09-25 23:04:27,80,51,63,19,18,84.44
2024-09-25 23:04:28,4,117,16,68,7,90.19
2024-09-25 23:04:29,53,72,89,74,43,79.91
2024-09-25 23:04:30,28,106,45,97,19,59.01
2024-09-25 23:04:31,8,90,20,15,75,13.72
2024-09-25 23:04:32,16,47,50,36,61,91.56
2024-09-25 23:04:33,32,46,26,49,5,58.26
2024-09-25 23:04:34,63,79,55,86,60,42.23
2024-09-25 23:04:35,8,32,90,78,80,34.19
2024-09-25 23:04:36,77,120,69,37,45,86.71
2024-09-25 23:04:37,72,12,38,58,1,87.72
2024-09-25 23:04:38,2,81,96,39,13,95.62
2024-09-25 23:04:39,26,62,48,69,74,61.85
2024-09-25 23:04:40,56,118,55,74,2,2.17
2024-09-25 23:04:41,46,18,65,22,76,37.62
2024-09-25 23:04:42,25,33,71,41,69,96.12
2024-09-25 23:04:43,81,2,99,86,77,32.35
2024-09-25 23:04:44,5,69,79,55,41,37.80
2024-09-25 23:04:45,69,74,0,18,73,94.03
2024-09-25 23:04:46,76,107,64,74,86,57.89
2024-09-25 23:04:47,93,77,25,27,33,45.76
2024-09-25 23:04:48,76,50,56,15,4,17.58
2024-09-25 23:04:49,43,102,100,7,26,23.40
2024-09-25 23:04:50,69,116,4,30,79,34.49
2024-09-25 23:04:51,68,3,24,45,35,38.75
2024-09-25 23:04:52,61,68,86,8,11,72.15
2024-09-25 23:04:53,65,49,92,88,7,42.75
2024-09-25 23:04:54,73,71,69,21,100,1.81
2024-09-25 23:04:56,13,100,50,13,51,99.70
2024-09-25 23:04:57,19,80,92,53,38,2.13
2024-09-25 23:04:58,91,82,35,37,90,73.42
2024-09-25 23:04:59,11,62,87,45,91,84.93
2024-09-25 23:05:00,46,108,14,90,17,55.07
2024-09-25 23:05:01,77,115,9,37,74,79.24
2024-09-25 23:05:02,35,8,67,64,67,65.86
2024-09-25 23:05:03,71,70,52,77,13,2.34
2024-09-25 23:05:04,96,62,41,60,54,9.86
2024-09-25 23:05:05,53,97,97,82,41,45.35
2024-09-25 23:05:06,33,46,57,34,69,38.89
2024-09-25 23:05:07,70,70,49,13,29,75.33
2024-09-25 23:05:08,65,57,19,92,10,50.26
2024-09-25 23:05:09,44,103,77,67,20,94.88
2024-09-25 23:05:10,68,113,31,33,46,94.38
2024-09-25 23:05:11,19,83,92,74,18,67.94
2024-09-25 23:05:12,87,18,19,45,69,85.11
2024-09-25 23:05:13,39,32,14,9,76,26.91
2024-09-25 23:05:14,96,80,71,96,1,36.69
2024-09-25 23:05:15,56,77,66,35,4,10.33
2024-09-25 23:05:16,39,39,15,41,41,76.47
2024-09-25 23:05:17,71,100,93,18,36,56.21
2024-09-25 23:05:18,63,61,89,68,36,54.48
2024-09-25 23:05:19,75,111,59,82,24,59.17
2024-09-25 23:05:20,80,51,49,5,50,96.09
2024-09-25 23:05:21,12,55,52,11,16,2.39
2024-09-25 23:05:22,64,12,49,7,47,38.78
2024-09-25 23:05:23,99,42,98,38,78,89.46
2024-09-25 23:05:24,94,25,12,85,16,31.51
2024-09-25 23:05:26,94,33,57,0,5,90.30
2024-09-25 23:05:27,78,35,44,20,51,4.26
2024-09-25 23:05:28,45,5,34,77,80,70.57
2024-09-25 23:05:29,51,44,18,61,76,71.47
2024-09-25 23:05:30,22,58,23,72,57,0.27
2024-09-25 23:05:31,47,116,12,10,28,98.09
2024-09-25 23:05:32,93,21,32,78,16,62.87
2024-09-25 23:05:33,49,9,52,59,56,99.31
2024-09-25 23:05:34,1,13,76,3,27,5.01
2024-09-25 23:05:35,70,26,62,32,18,15.53
2024-09-25 23:05:36,3,31,85,16,60,45.51
2024-09-25 23:05:37,36,97,52,91,92,72.62
2024-09-25 23:05:38,38,61,100,77,60,89.62
2024-09-25 23:05:39,63,112,70,81,56,22.22
2024-09-25 23:05:40,0,94,54,20,25,71.63
2024-09-25 23:05:41,16,83,5,63,64,44.33
2024-09-25 23:05:42,44,67,8,65,31,84.06
2024-09-25 23:05:43,4,87,67,52,44,8.41
2024-09-25 23:05:44,67,89,50,66,20,58.87
2024-09-25 23:05:45,49,4,99,86,20,4.59
2024-09-25 23:05:46,10,74,56,78,23,66.32
2024-09-25 23:05:47,21,5,75,31,18,58.50
2024-09-25 23:05:48,91,8,0,29,37,54.31
2024-09-25 23:05:49,16,14,81,47,77,20.05
2024-09-25 23:05:50,46,84,56,49,60,83.57
2024-09-25 23:05:51,77,4,22,8,94,9.27
2024-09-25 23:05:52,15,54,26,73,91,18.48
2024-09-25 23:05:53,30,18,42,31,24,31.67
2024-09-25 23:05:54,52,78,36,15,39,23.87
2024-09-26 19:51:33,60,82,31,63,45,73.44
2024-09-26 19:51:34,63,7,91,25,59,7.30
2024-09-26 19:52:46,45,52,45,37,66,61.17
2024-09-26 19:52:47,1,32,75,14,83,14.94
2024-09-26 19:52:48,23,80,31,97,45,60.93
2024-09-26 19:52:49,77,88,33,47,36,19.52
2024-09-26 19:52:50,70,111,20,23,99,54.89
2024-09-26 19:52:51,0,91,98,57,51,55.31
2024-09-26 19:52:52,84,62,6,87,39,51.87
2024-09-26 19:52:53,42,65,67,68,0,56.72
2024-09-26 19:52:54,41,27,17,8,55,63.97
2024-09-26 19:52:55,21,12,69,21,87,67.23
2024-09-26 19:52:56,87,67,64,39,33,63.17
2024-09-26 19:52:57,66,29,25,22,63,78.98
2024-09-26 19:52:59,42,30,21,2,79,13.88
2024-09-26 19:53:00,38,85,38,72,1,69.95
2024-09-26 19:53:01,79,63,72,69,100,8.81
2024-09-26 19:53:02,31,2,64,100,44,72.60
2024-09-26 19:53:03,67,22,47,66,37,19.64
2024-09-26 19:53:04,50,42,22,86,2,94.17
2024-09-26 19:53:05,93,48,60,64,32,84.45
2024-09-26 19:53:06,56,25,65,19,90,1.84
2024-09-26 19:53:07,42,89,87,27,68,32.03
2024-09-26 19:53:08,36,100,91,36,67,21.63
2024-09-26 19:53:09,90,73,92,90,29,71.94
2024-09-26 19:53:10,39,31,47,56,65,62.34
2024-09-26 19:53:11,23,4,97,5,30,95.32
2024-09-26 19:53:12,39,62,87,5,9,55.61
2024-09-26 19:53:13,1,15,6,28,9,55.23
2024-09-26 19:53:14,36,103,1,26,81,20.65
2024-09-26 19:53:15,83,1,24,27,57,69.06
2024-09-26 19:53:17,5,18,79,60,36,2.72
2024-09-26 19:53:18,49,19,31,2,31,51.04
2024-09-26 19:53:19,93,28,53,17,97,96.29
2024-09-26 19:53:20,76,19,43,20,88,52.58
2024-09-26 19:53:21,20,89,79,63,93,1.32
2024-09-26 19:53:22,94,89,23,94,13,71.83
2024-09-26 19:53:23,27,86,0,30,31,54.28
2024-09-26 19:53:24,100,112,15,15,84,59.28
2024-09-26 19:53:25,94,69,97,69,29,29.95
2024-09-26 19:53:26,81,69,57,42,15,15.55
2024-09-26 19:53:27,33,16,56,46,89,69.33
2024-09-26 19:53:28,3,6,97,72,52,36.08
2024-09-26 19:53:29,34,73,66,12,46,17.78
2024-09-26 19:53:30,60,70,64,95,41,11.39
2024-09-26 19:53:31,90,33,93,100,89,6.36
2024-09-26 19:53:32,94,94,22,90,53,98.43
2024-09-26 19:53:33,18,68,60,69,53,43.04
2024-09-26 19:53:35,91,98,8,11,18,25.62
2024-09-26 19:53:36,99,95,47,51,72,20.69
2024-09-26 19:53:37,2,13,16,59,55,6.07
2024-09-26 19:53:38,76,87,78,4,71,50.35
2024-09-26 19:53:39,16,19,10,99,74,9.94
2024-09-26 19:53:40,18,26,86,39,16,9.03
2024-09-26 19:53:41,51,80,0,65,7,6.61
2024-09-26 19:53:42,14,75,98,79,81,65.97
2024-09-26 19:53:43,59,96,78,93,32,75.15
2024-09-26 19:53:44,24,33,88,83,43,16.57
2024-09-26 19:53:45,34,34,5,0,16,92.41
2024-09-26 19:53:46,47,77,15,26,7,69.16
2024-09-26 19:53:47,87,20,38,18,94,73.36
2024-09-26 19:53:48,61,114,83,36,73,84.41
2024-09-26 19:53:49,44,25,3,23,72,89.85
2024-09-26 19:53:51,39,82,50,62,54,77.14
2024-09-26 19:53:52,22,102,40,64,38,6.65
2024-09-26 19:53:53,35,90,56,91,8,19.99
2024-09-26 19:53:54,54,76,8,95,90,14.75
2024-09-26 19:53:55,3,40,81,18,22,82.62
2024-09-26 19:53:56,61,36,33,92,82,11.60
2024-09-26 19:53:57,73,73,49,18,46,38.00
2024-09-26 19:53:58,100,86,29,41,82,66.76
2024-09-26 19:53:59,20,7,21,52,91,69.39
2024-09-26 19:54:00,3,104,53,0,38,85.41
2024-09-26 19:54:01,66,17,12,95,94,55.19
2024-09-26 19:54:02,28,69,96,81,17,45.82
2024-09-26 19:54:03,70,94,90,9,55,16.95
2024-09-26 19:54:04,17,56,28,48,99,18.81
2024-09-26 19:54:05,50,62,23,16,4,78.54
2024-09-26 19:54:06,94,22,10,97,31,25.65
2024-09-26 19:54:07,42,114,84,55,7,66.76
2024-09-26 19:54:08,94,54,46,64,56,38.43
2024-09-26 19:54:09,33,22,32,70,28,4.51
2024-09-26 19:54:10,88,48,63,100,86,7.36
2024-09-26 19:54:11,99,95,27,92,0,5.27
2024-09-26 19:54:13,65,78,83,42,31,63.35
2024-09-26 19:54:14,68,67,51,65,3,72.33
2024-09-26 19:54:15,6,56,72,42,84,38.00
2024-09-26 19:54:16,14,73,78,30,54,36.95
2024-09-26 19:54:17,92,52,98,85,1,83.45
2024-09-26 19:54:18,63,53,22,65,78,54.29
2024-09-26 19:54:19,66,70,31,8,30,35.82
2024-09-26 19:54:20,88,68,34,17,54,61.46
2024-09-26 19:54:21,39,86,63,46,51,35.40
2024-09-26 19:54:22,73,110,57,48,61,92.56
2024-09-26 19:54:23,58,75,70,99,0,17.85
2024-09-26 19:54:24,61,26,42,88,56,80.33
2024-09-26 19:54:25,4,56,51,77,78,24.40
2024-09-26 19:54:26,71,46,58,28,1,49.05
2024-09-26 19:54:27,6,46,70,97,94,93.94
2024-09-26 19:54:28,82,117,86,31,83,63.41
2024-09-26 19:54:29,38,4,2,70,12,80.19
2024-09-26 19:54:30,78,29,100,88,73,87.13
2024-09-26 19:54:31,89,3,5,89,20,69.53
2024-09-26 19:54:32,0,110,50,39,7,61.31
2024-09-26 19:54:34,91,73,35,66,9,59.62
2024-09-26 19:54:35,1,64,21,81,0,17.68
2024-09-26 19:54:36,30,9,23,9,96,98.04
2024-09-26 19:54:37,21,81,22,70,58,31.75
2024-09-26 19:54:38,71,0,16,63,23,75.01
2024-09-26 19:54:39,56,31,54,73,22,20.58
2024-09-26 19:54:40,45,112,36,1,91,19.99
2024-09-26 19:54:41,27,106,66,20,87,80.69
2024-09-26 19:54:42,43,60,51,38,65,37.71
2024-09-26 19:54:43,74,63,19,9,83,73.28
2024-09-26 19:54:44,10,22,70,59,88,56.39
2024-09-26 19:54:45,68,17,42,32,7,56.48
2024-09-26 19:54:46,32,33,89,22,19,43.73
2024-09-26 19:54:47,33,73,34,78,92,86.42
2024-09-26 19:54:48,61,63,18,96,27,57.88
2024-09-26 19:54:49,69,48,96,80,24,70.93
2024-09-26 19:54:50,77,82,54,28,95,21.54
2024-09-26 19:54:51,72,7,8,60,14,90.46
2024-09-26 19:54:52,86,42,9,0,18,22.28
2024-09-26 19:54:53,56,32,49,86,93,44.74
2024-09-26 19:54:54,84,68,13,21,85,28.68
2024-09-26 19:54:55,18,18,58,9,57,81.48
2024-09-26 19:54:57,74,95,14,71,82,72.75
2024-09-26 19:54:58,16,120,83,71,27,94.66
2024-09-26 19:54:59,77,54,52,39,14,8.74
2024-09-26 19:55:00,22,51,67,89,57,26.52
2024-09-26 19:55:01,80,34,80,82,56,40.60
2024-09-26 19:55:02,65,73,97,93,15,31.19
2024-09-26 19:55:03,96,4,54,83,51,0.29
2024-09-26 19:55:04,11,77,36,99,41,80.24
2024-09-26 19:55:05,75,91,14,10,47,30.93
2024-09-26 19:55:06,27,6,22,69,23,51.75
2024-09-26 19:55:07,32,105,22,61,28,53.41
2024-09-26 19:55:08,5,34,53,37,97,36.82
2024-09-26 19:55:09,79,89,69,43,54,82.08
2024-09-26 19:55:10,4,60,15,81,74,62.49
2024-09-26 19:55:11,46,119,81,52,68,64.02
2024-09-26 19:55:12,39,90,13,53,39,16.12
2024-09-26 19:55:13,63,111,75,13,33,54.53
2024-09-26 19:55:14,5,49,12,39,71,80.34
2024-09-26 19:55:15,7,100,32,77,71,44.33
2024-09-26 19:55:16,36,48,65,47,45,64.67
2024-09-26 19:55:18,51,56,56,41,28,57.43
2024-09-26 19:55:19,17,21,66,10,7,32.09
2024-09-26 19:55:20,11,23,66,21,27,29.59
2024-09-26 19:55:21,95,84,77,73,36,33.90
2024-09-26 19:55:22,24,108,18,33,66,3.25
2024-09-26 19:55:23,24,110,18,9,11,52.39
2024-09-26 19:55:24,61,67,42,73,77,73.37
2024-09-26 19:55:25,22,74,13,40,44,8.89
2024-09-26 19:55:26,97,28,87,44,16,24.94
2024-09-26 19:55:27,93,44,19,87,83,63.86
2024-09-26 19:55:28,59,20,35,47,62,94.64
2024-09-26 19:55:29,26,3,59,15,89,29.19
2024-09-26 19:55:30,15,7,38,36,73,26.60
2024-09-26 19:55:31,58,5,80,0,71,60.10
2024-09-26 19:55:32,57,106,40,52,60,66.92
2024-09-26 19:55:33,33,85,52,77,40,36.53
2024-09-26 19:55:34,14,53,29,4,83,74.15
2024-09-26 19:55:36,76,78,12,80,7,24.26
2024-09-26 19:55:37,5,11,31,63,30,7.25
2024-09-26 19:55:38,23,61,37,100,49,72.72
2024-09-26 19:55:39,36,56,71,9,40,34.52
2024-09-26 19:55:40,89,35,0,95,100,22.37
2024-09-26 19:55:41,1,68,28,53,31,98.63
2024-09-26 19:55:42,21,84,96,28,60,67.35
2024-09-26 19:55:43,45,59,31,69,52,64.99
2024-09-26 19:55:44,14,19,81,65,79,68.64
2024-09-26 19:55:45,88,22,72,95,52,97.50
2024-09-26 19:55:46,18,73,17,67,85,82.82
2024-09-26 19:55:47,47,1,18,21,26,3.39
2024-09-26 19:55:48,63,29,27,46,76,24.13
2024-09-26 19:55:49,34,78,81,17,41,26.34
2024-09-26 19:55:50,41,79,56,6,36,29.32
2024-09-26 19:55:51,44,114,53,88,85,93.48
2024-09-26 19:55:52,89,102,65,98,24,51.05
2024-09-26 19:55:53,73,114,92,64,11,1.01
2024-09-26 19:55:54,22,63,98,2,63,55.04
2024-09-26 19:55:55,90,93,95,59,32,13.21
2024-09-26 19:55:56,1,63,55,96,3,11.09
2024-09-26 19:55:58,84,74,3,21,60,33.12
2024-09-26 19:55:59,67,61,6,37,1,95.34
2024-09-26 19:56:00,8,15,54,51,61,7.63
2024-09-26 19:56:01,63,18,78,59,29,54.32
2024-09-26 19:56:02,32,26,48,49,54,3.79
2024-09-26 19:56:03,64,107,55,79,84,88.00
2024-09-26 19:56:04,12,47,4,14,4,7.10
2024-09-26 19:56:05,32,47,21,85,10,59.41
2024-09-26 19:56:06,46,119,61,97,56,52.61
2024-09-26 19:56:07,11,25,37,45,9,20.32
2024-09-26 19:56:08,11,82,59,76,27,61.20
2024-09-26 19:56:09,48,53,65,0,28,63.78
2024-09-26 19:56:10,30,84,19,33,82,55.81
2024-09-26 19:56:11,61,100,5,1,46,84.35
2024-09-26 19:56:12,32,81,33,91,86,96.50
2024-09-26 19:56:13,3,47,52,5,7,96.08
2024-09-26 19:56:14,24,53,58,24,20,98.84
2024-09-26 19:56:15,32,82,77,40,28,64.32
2024-09-26 19:56:16,55,91,15,91,72,23.36
2024-09-26 19:56:17,73,67,39,12,62,41.26
2024-09-26 19:56:19,62,97,9,6,1,35.49
2024-09-26 19:56:20,41,15,33,25,97,72.42
2024-09-26 19:56:21,75,31,33,28,90,34.55
2024-09-26 19:56:22,94,76,44,77,10,44.24
2024-09-26 19:56:23,6,28,74,87,73,38.79
2024-09-26 19:56:24,0,102,10,12,37,17.31
2024-09-26 19:56:25,28,8,30,13,84,32.18
2024-09-26 19:56:26,18,112,24,24,66,91.09
2024-09-26 19:56:27,85,49,65,87,71,74.94
2024-09-26 19:56:28,17,51,13,31,34,15.28
2024-09-26 19:56:29,16,77,53,33,54,69.73
2024-09-26 19:56:30,40,65,26,3,65,49.28
2024-09-26 19:56:31,49,28,14,37,16,43.34
2024-09-26 19:56:32,82,22,28,94,97,57.88
2024-09-26 19:56:33,68,73,59,91,89,4.22
2024-09-26 19:56:34,17,30,4,98,82,60.85
2024-09-26 19:56:35,5,17,18,37,26,53.83
2024-09-26 19:56:36,71,112,61,64,34,58.29
2024-09-26 19:56:37,77,93,74,16,63,73.54
2024-09-26 19:56:38,96,74,7,5,65,16.24
2024-09-26 19:56:39,79,42,4,95,15,12.32
2024-09-26 19:56:41,15,44,47,80,32,33.05
2024-09-26 19:56:42,12,59,0,30,37,81.57
2024-09-26 19:56:43,79,37,77,95,13,8.91
2024-09-26 19:56:44,44,32,77,47,93,97.67
2024-09-26 19:56:45,18,92,41,76,1,40.78
2024-09-26 19:56:46,71,9,14,6,71,31.41
2024-09-26 19:56:47,85,113,40,81,72,55.76
2024-09-26 19:56:48,47,5,48,20,91,59.44
2024-09-26 19:56:49,79,91,7,26,68,92.08
2024-09-26 19:56:50,1,43,29,72,1,96.13
2024-09-26 19:56:51,57,27,37,31,99,3.06
2024-09-26 19:56:52,42,77,16,71,33,22.88
2024-09-26 19:56:53,2,6,20,35,18,41.51
2024-09-26 19:56:54,37,72,83,70,72,66.15
2024-09-26 19:56:55,28,1,65,59,86,73.04
2024-09-26 19:56:56,4,94,52,84,91,67.72
2024-09-26 19:56:57,86,100,46,54,19,37.91
2024-09-26 19:56:58,79,82,49,1,47,80.90
2024-09-26 19:56:59,5,51,55,27,43,38.11
2024-09-26 19:57:00,0,104,28,4,49,6.90
2024-09-26 19:57:02,64,22,8,99,57,61.28
2024-09-26 19:57:03,1,68,64,14,32,49.05
2024-09-26 19:57:04,51,23,22,6,46,9.83
2024-09-26 19:57:05,38,80,35,53,15,86.20
2024-09-26 19:57:06,81,24,2,97,14,51.16
2024-09-26 19:57:07,81,15,80,57,25,72.87
2024-09-26 19:57:08,38,88,65,80,71,24.85
2024-09-26 19:57:09,54,88,75,2,31,62.65
2024-09-26 19:57:10,69,96,97,42,62,45.60
2024-09-26 19:57:11,49,114,99,12,83,91.95
2024-09-26 19:57:12,93,89,56,84,21,68.63
2024-09-26 19:57:13,51,4,100,54,100,82.22
2024-09-26 19:57:14,46,94,45,33,12,62.84
2024-09-26 19:57:15,27,117,52,43,2,94.63
2024-09-26 19:57:16,28,19,82,13,61,82.15
2024-09-26 19:57:17,65,27,47,8,84,89.64
2024-09-26 19:57:18,97,97,83,4,2,58.58
2024-09-26 19:57:19,32,90,62,70,11,64.52
2024-09-26 19:57:21,88,66,76,32,90,81.23
2024-09-26 19:57:22,8,22,37,55,96,85.49
2024-09-26 19:57:23,85,55,68,90,53,89.15
2024-09-26 19:57:24,37,17,10,62,97,35.32
2024-09-26 19:57:25,44,71,27,50,28,78.66
2024-09-26 19:57:26,77,27,49,59,68,7.11
2024-09-26 19:57:27,58,28,82,3,71,16.99
2024-09-26 19:57:28,0,1,56,61,94,17.96
2024-09-26 19:57:29,39,75,46,67,29,9.89
2024-09-26 19:57:30,13,0,87,18,89,44.71
2024-09-26 19:57:31,99,77,1,58,21,29.00
2024-09-26 19:57:32,73,120,71,86,84,69.05
2024-09-26 19:57:33,48,8,40,51,28,61.66
2024-09-26 19:57:34,54,84,93,9,17,53.96
2024-09-26 19:57:35,89,96,53,90,33,71.24
2024-09-26 19:57:36,4,7,65,0,60,2.86
2024-09-26 19:57:37,32,6,30,59,100,44.94
2024-09-26 19:57:38,73,109,2,29,9,23.24
2024-09-26 19:57:39,38,94,31,49,55,41.38
2024-09-26 19:57:40,97,96,62,27,62,46.25
2024-09-26 19:57:41,53,19,15,55,82,62.18
2024-09-26 19:57:42,19,36,93,83,23,37.34
2024-09-26 19:57:43,83,92,67,1,5,66.27
2024-09-26 19:57:45,61,35,7,12,28,47.67
2024-09-26 19:57:46,60,107,21,67,33,78.43
2024-09-26 19:57:47,39,30,99,74,91,96.78
2024-09-26 19:57:48,1,36,85,1,95,56.94
2024-09-26 19:57:49,44,69,76,43,53,2.75
2024-09-26 19:57:50,69,107,66,44,76,39.60
2024-09-26 19:57:51,42,84,36,57,19,86.67
2024-09-26 19:57:52,67,108,6,96,22,37.26
2024-09-26 19:57:53,78,63,24,77,45,36.87
2024-09-26 19:57:54,72,111,63,76,68,36.54
2024-09-26 19:57:55,87,60,92,9,20,80.77
2024-09-26 19:57:56,82,71,77,78,23,63.09
2024-09-26 19:57:57,73,95,95,6,16,18.18
2024-09-26 19:57:58,78,7,69,11,37,33.98
2024-09-26 19:57:59,11,22,63,30,76,53.91
2024-09-26 19:58:00,6,7,51,35,3,57.79
2024-09-26 19:58:01,70,80,76,29,76,36.00
2024-09-26 19:58:02,69,34,24,61,91,86.40
2024-09-26 19:58:03,14,24,60,92,60,91.94
2024-09-26 19:58:04,76,8,24,38,77,77.55
2024-09-26 19:58:05,10,69,3,8,47,27.20
2024-09-26 19:58:07,2,29,45,56,66,66.11
2024-09-26 19:58:08,27,10,57,87,29,27.61
2024-09-26 19:58:09,75,96,36,18,35,56.06
2024-09-26 19:58:10,84,114,97,66,79,8.88
2024-09-26 19:58:11,22,33,46,52,56,30.29
2024-09-26 19:58:14,21,48,56,47,51,86.86
2024-09-26 19:58:15,64,114,73,59,66,7.63
2024-09-26 19:58:16,28,38,66,93,37,20.84
2024-09-26 19:58:17,22,15,38,45,22,85.77
2024-09-26 19:58:18,84,21,34,90,51,58.08
2024-09-26 19:58:19,17,80,43,7,82,33.92
2024-09-26 19:58:20,62,73,51,12,16,81.15
2024-09-26 19:58:21,87,84,11,23,44,8.94
2024-09-26 19:58:22,41,85,42,71,34,78.58
2024-09-26 19:58:23,76,119,88,2,36,99.03
